cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"34811","0","2667957","2947350","NebraskaLand National Bank","North Platte","NE","69101","9/30/2018","11/14/2018","N","1400 South Dewey","NEBRASKALAND FINANCIAL SERVICES, INC.","7","0","1","4","0","Lincoln","","","5/14/1998","5/14/1998","12/13/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.nebraskalandbank.com","439899","600","2426","3571","6192","13170","3674","94446","32020","86031","92019","102136","3614"
"26483","12669","339773","0","Needham Bank","Needham","MA","2492","9/30/2018","11/14/2018","SM","1063 Great Plain Avenue","","10","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1892","1/13/1986","2/6/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.needhambank.com","1801760","17485","15960","69614","158397","190709","501288","346491","59117","54769","57022","92616","221532"
"34548","16008","2333140","2333131","Neighborhood National Bank","San Diego","CA","92113","9/30/2018","11/14/2018","N","3511 National Avenue","NEIGHBORHOOD BANCORP","2","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","9/19/1997","9/19/1997","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.mynnb.com","37928","212","0","93","0","1653","0","7598","2551","3930","2247","17218","2348"
"18885","12860","705556","1124024","Neighborhood National Bank","Mora","MN","55051","9/30/2018","11/14/2018","N","45 North Union Street","PEOPLES BANKSHARES, INC.","6","0","0","4","1","Kanabec","","","9/26/1963","9/26/1963","6/12/2015","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.neighborhood.bank","154514","1847","2191","6025","2546","5433","21817","30182","9267","21188","31745","15626","6402"
"16247","0","503640","4975496","Neighbors Bank","Clarence","MO","63437","9/30/2018","11/14/2018","NM","101 East Chestnut","COLUMBIA BANCSHARES, INC","1","0","0","2","1","Shelby","","","3/31/1945","4/7/1945","9/30/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.neighborsclarence.com","12082","1","2","74","398","423","0","755","2845","2187","1701","3541","152"
"2482","0","791942","1204074","Nekoosa Port Edwards State Bank","Nekoosa","WI","54457","9/30/2018","11/14/2018","NM","405 Market Street","NEKOOSA PORT EDWARDS BANCORPORATION, INC.","3","0","0","8","1","Wood","","","12/13/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.npesb.com","125114","3377","7561","20011","19450","11635","1545","5013","15228","13954","17192","9191","512"
"28085","871","840578","0","Nelsonville Home and Savings","Nelsonville","OH","45764","9/30/2018","11/14/2018","NM","9 West Columbus Street","","1","0","0","5","0","Athens","","","1/1/1888","8/19/1936","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.nelsonvillehomebank.com","21088","282","734","5231","184","3171","5816","823","124","3443","259","531","402"
"22669","0","400767","0","Nevada Bank and Trust Company","Caliente","NV","89008","9/30/2018","11/14/2018","NM","210 Front Street","","4","0","0","7","0","Lincoln","","","6/21/1978","6/21/1978","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","www.nevadabankandtrust.com","46114","67","348","897","3767","2058","0","3079","3212","11588","13584","7472","2"
"8506","14541","234841","0","New Albin Savings Bank","New Albin","IA","52160","9/30/2018","11/14/2018","NM","118 Main Street","","1","0","0","2","0","Allamakee","","","1/1/1898","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.newalbinsavingsbank.com","68325","148","151","1158","2023","16808","3429","8656","9068","3679","6967","15776","429"
"31257","6624","294676","0","New Buffalo Savings Bank","New Buffalo","MI","49117","9/30/2018","11/14/2018","SA","45 North Whittaker St","","3","0","0","4","0","Berrien","35660","Niles-Benton Harbor, MI","1/1/1921","12/14/1961","10/19/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.newbuffalosavings.com","95480","404","6608","6426","4392","5364","4508","19370","4987","13288","11986","16020","58"
"29173","3043","646873","0","New Carlisle Federal Savings Bank","New Carlisle","OH","45344","9/30/2018","11/14/2018","SA","400 North Main Street","","3","0","0","4","0","Clark","44220","Springfield, OH","1/1/1883","10/26/1935","9/25/2017","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.newcarlislefederal.com","100160","1282","2193","638","3604","7667","31538","15707","1105","3682","7064","6085","18943"
"8108","0","392152","3333790","New Century Bank","Belleville","KS","66935","9/30/2018","11/14/2018","SM","1211 28th Street","REPUBLIC BANCORP, INC.","2","0","0","4","1","Republic","","","5/5/1905","1/1/1934","4/2/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.newcenturybankna.com","43558","613","1483","1196","1121","1613","12311","11305","2503","1895","2046","3139","4334"
"14546","13764","1014657","1119628","New Era Bank","Fredericktown","MO","63645","9/30/2018","11/14/2018","NM","101 South Mine La Motte","NEW ERA BANCORPORATION, INC.","8","0","0","4","1","Madison","","","1/1/1934","7/3/1934","7/26/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.newerabank.com","260473","2578","8611","8842","4462","25124","44488","25722","32533","49688","14458","10037","33822"
"32306","8122","918776","0","New Foundation Savings Bank","Cincinnati","OH","45239","9/30/2018","11/14/2018","SA","8249 Clara Avenue","","1","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","10/28/1891","4/12/1985","1/3/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.newfoundationsavingsbank.com","15792","263","3052","2566","111","733","5595","1783","434","581","0","654","20"
"35597","0","2917184","1097173","NEW FRONTIER BANK","Saint Charles","MO","63303","9/30/2018","11/14/2018","SM","1771 Zumbehl Road","LINCOLN COUNTY BANCORP, INC.","2","0","0","4","1","Saint Charles","41180","St. Louis, MO-IL","10/16/2000","10/16/2000","7/9/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.newfb.com","58635","636","1532","3046","3070","351","0","8898","5186","17251","11638","3396","1841"
"58857","0","3816154","0","New Horizon Bank, National Association","Powhatan","VA","23139","9/30/2018","11/14/2018","N","1870 Stoneridge Commerce Dr","","1","0","0","4","0","Powhatan","40060","Richmond, VA","10/7/2009","10/7/2009","6/11/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.newhorizonbank.com","65721","737","155","995","0","538","6959","9657","5305","6999","6087","7769","19361"
"1931","0","165758","1143904","New Market Bank","Elko New Market","MN","55020","9/30/2018","11/14/2018","NM","101 Old Town Road","MARKET BANCORPORATION, INC.","3","0","0","4","0","Scott","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/10/1905","1/1/1934","5/11/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.newmarketbank.com","66870","0","1675","2701","3184","838","148","8505","6455","17138","16123","9593","41"
"34726","0","2649122","1206546","New Mexico Bank & Trust","Albuquerque","NM","87102","9/30/2018","11/14/2018","NM","320 Gold Street, S.W.","HEARTLAND FINANCIAL USA, INC.","17","0","0","4","0","Bernalillo","10740","Albuquerque, NM","5/4/1998","5/4/1998","8/21/2015","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Albuquerque","Kansas City","Western","West","0","0","http://www.nmb-t.com","1037980","8931","9169","27868","30138","9546","15331","297171","44790","110991","148598","294964","37624"
"35151","0","2833882","5011832","New Millennium Bank","Fort Lee","NJ","7024","9/30/2018","11/14/2018","NM","222 Bridge Plaza South","NMB FINANCIAL CORPORATION","6","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","7/19/1999","7/19/1999","11/22/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://WWW.NMBONLINE.COM","289651","352","1509","1335","47874","3030","0","79244","24680","36657","41250","50434","1302"
"23086","15473","300063","4357252","New OMNI Bank, National Association","Alhambra","CA","91801","9/30/2018","11/14/2018","N","1235 South Garfield Avenue","CKH CAPITAL, INC.","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/12/1980","2/12/1980","3/16/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.newomnibank.com","355844","39745","104762","27129","0","0","0","184114","0","93","0","0","0"
"34890","0","2736451","3049617","New Peoples Bank, Inc.","Honaker","VA","24260","9/30/2018","11/14/2018","SM","53 Commerce Drive","NEW PEOPLES BANKSHARES, INC.","22","0","1","4","0","Russell","","","10/28/1998","10/28/1998","6/29/2007","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.newpeoplesbank.com","531969","11208","18635","36168","51400","61703","46684","57277","16877","53538","103116","63177","5586"
"34860","15223","2754222","0","New Republic Savings Bank","Roanoke Rapids","NC","27870","9/30/2018","11/14/2018","SA","420 Becker Drive","","3","0","0","4","0","Halifax","","","12/15/1998","12/15/1998","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.nrsb.net","56926","3110","4574","12226","8861","2127","2411","3545","2924","6643","5064","880","3866"
"7659","11349","331713","1138106","New Tripoli Bank","New Tripoli","PA","18066","9/30/2018","11/14/2018","SM","Market And Madison Streets","NEW TRIPOLI BANCORP, INC.","2","0","0","8","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","3/10/1910","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.newtripolibank.net","354905","6032","563","1481","7823","36617","159291","25084","4444","13845","31058","27114","39056"
"32749","10675","1438589","2132932","New York Commercial Bank","Westbury","NY","11590","9/30/2018","11/14/2018","NM","615 Merrick Ave.","NEW YORK COMMUNITY BANCORP, INC.","31","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","1/29/1990","1/29/1990","12/31/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.newyorkcommercialbank.com","2820826","416","391","3521","6","0","832","237553","243111","1081591","755185","453098","0"
"16022","11158","694904","2132932","New York Community Bank","Westbury","NY","11590","9/30/2018","11/14/2018","SB","615 Merrick Avenue","NEW YORK COMMUNITY BANCORP, INC.","224","0","1","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1859","7/1/1943","6/28/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","https://www.mynycb.com","37028847","2740","4404","74626","159158","205839","1385","1629725","1369778","12084853","14687397","6799693","299"
"58203","0","3472859","0","NewBank","Flushing","NY","11354","9/30/2018","11/14/2018","NM","146-01 Northern Boulevard","","5","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/29/2006","9/29/2006","1/1/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.newbankusa.com","240955","315","0","0","363","0","0","176090","2037","5025","12790","41526","0"
"90251","8496","67209","4267472","Newburyport Five Cents Savings Bank","Newburyport","MA","1950","9/30/2018","11/14/2018","SB","63 State Street","NEWBURYPORT FIVE CENTS BANCORP MHC","9","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/1/1854","7/1/1985","6/13/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.newburyportbank.com","680989","17341","22058","12826","25091","144931","79340","97282","38838","56921","104854","34277","45721"
"14646","0","632410","1830361","Newfield National Bank","Newfield","NJ","8344","9/30/2018","11/14/2018","N","18-24 West Boulevard","NEWFIELD BANCORP, INC.","11","0","0","4","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1934","7/31/1934","4/27/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.newfieldnationalbank.bank","405540","6527","2059","21573","25330","32054","36425","65506","15573","53211","86796","42432","13605"
"3183","0","938859","3213922","NewFirst National Bank","El Campo","TX","77437","9/30/2018","11/14/2018","N","200 East Jackson Street","NEWFIRST FINANCIAL GROUP, INC.","9","0","0","4","1","Wharton","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","WWW.NEWFIRST.COM","528901","14842","5698","16706","17308","4672","0","222263","40626","101442","81882","17994","0"
"29089","2892","894272","0","Newport Federal Bank","Newport","TN","37821","9/30/2018","11/14/2018","SA","170 West Broadway","","3","0","0","5","0","Cocke","","","8/1/1934","11/1/1934","5/11/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.newportfederalbank.com","105171","802","2048","5050","1117","14567","57414","1017","1034","4343","1837","5390","10228"
"29510","3575","321273","0","Newton Federal Bank","Covington","GA","30014","9/30/2018","11/14/2018","SA","3175 Highway 278","","2","0","0","4","0","Newton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1928","1/20/1947","4/27/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.newtonfederal.com","226904","719","3854","12886","11096","41731","60767","7760","12751","18397","17264","28505","8979"
"18199","8506","507509","5045444","Newtown Savings Bank","Newtown","CT","6470","9/30/2018","11/14/2018","SB","39 Main Street","NSB MUTUAL HOLDING COMPANY","18","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","10/1/1855","7/1/1960","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","www.nsbonline.com","1080356","13154","21293","45092","50742","151931","299664","140468","22542","60087","146461","72580","52362"
"29209","3102","652874","0","NexBank, SSB","Dallas","TX","75201","9/30/2018","11/14/2018","SB","2515 Mckinney Ave, # 1100","","3","0","0","9","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","11/30/1934","11/30/1934","12/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.nexbank.com","4848472","29222","62378","268545","547429","915656","474949","198248","242930","502297","708583","503290","391789"
"7900","9637","18827","2264404","NEXTIER BANK, NATIONAL ASSOCIATION","Kittanning","PA","16201","9/30/2018","11/14/2018","N","222 Market Street","NEXTIER INCORPORATED","28","0","1","4","0","Armstrong","38300","Pittsburgh, PA","1/1/1897","1/1/1934","4/30/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.nextierbank.com","1021310","3135","5944","11334","25127","121933","141617","238641","52456","67957","160192","139928","47906"
"57038","0","2941068","3103603","Nicolet National Bank","Green Bay","WI","54301","9/30/2018","11/14/2018","N","111 N. Washington Street","NICOLET BANKSHARES, INC.","38","0","1","4","0","Brown","24580","Green Bay, WI","10/31/2000","10/31/2000","4/28/2017","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.nicoletbank.com","2153445","18881","55123","31686","38281","84554","129261","646400","146387","427792","420470","129871","14556"
"4652","0","789051","0","NINNESCAH VALLEY BANK","Cunningham","KS","67035","9/30/2018","11/14/2018","NM","101 East First Street","","1","0","0","2","1","Kingman","48620","Wichita, KS","7/23/1925","1/1/1934","7/2/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.nvalleybank.com","11596","538","694","39","103","339","0","2808","3794","941","979","1155","0"
"58657","0","3832127","4816320","NOA Bank","Duluth","GA","30096","9/30/2018","11/14/2018","NM","2385 Pleasant Hill Road","NOA BANCORP, INC.","4","0","0","4","1","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","11/6/2008","11/6/2008","12/15/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.noabank.com","272996","2759","0","172","0","0","0","205891","9739","13890","24143","16266","0"
"58196","0","3388165","0","Noah Bank","Elkins Park","PA","19027","9/30/2018","11/14/2018","NM","7301 Old York Rd","","5","0","1","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/17/2006","7/17/2006","6/19/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","WWW.NOAHBANK.COM","327519","417","0","0","777","0","0","128536","8157","45965","134789","1680","50"
"58111","0","3385744","5109672","NobleBank & Trust","Anniston","AL","36201","9/30/2018","11/14/2018","SM","1509 Quintard Avenue","NOBLE BANCSHARES, INC.","5","0","0","4","0","Calhoun","11500","Anniston-Oxford-Jacksonville, AL","10/11/2005","10/11/2005","11/6/2013","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.noblebank.com","167485","3305","2332","4427","11346","5755","1638","60250","10153","17170","38350","12633","67"
"29532","3607","285777","0","Nokomis Savings Bank","Nokomis","IL","62075","9/30/2018","11/14/2018","SB","100 West State Street","","1","0","0","2","0","Montgomery","","","1/1/1881","7/11/1938","9/1/2017","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.nokomissavings.com","17748","0","1","89","1731","1840","461","2127","99","681","4487","3183","3049"
"3368","0","958763","4839310","Normangee State Bank","Normangee","TX","77871","9/30/2018","11/14/2018","NM","116 Main Street","NORMANGEE BANCSHARES, INC.","1","0","0","8","0","Leon","","","1/1/1912","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.normangeestatebank.com","76942","3292","2965","85","200","5076","19951","4610","6758","7644","7276","7746","10020"
"18626","14073","545042","1210589","Norstates Bank","Waukegan","IL","60085","9/30/2018","11/14/2018","NM","1601 North Lewis Avenue","NORTHERN STATES FINANCIAL CORPORATION","8","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/5/1962","11/5/1962","10/16/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.norstates.com","306288","4576","1742","6901","14839","13910","4143","61698","8577","72362","74599","32601","574"
"23244","0","258146","1134171","North Adams State Bank","Ursa","IL","62376","9/30/2018","11/14/2018","NM","114 North Warsaw Street","NORTH ADAMS BANCSHARES, INC.","2","0","0","2","0","Adams","","","11/10/1980","11/10/1980","8/5/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.northadamsbank.com","25575","379","813","2701","434","791","1235","2058","5506","6049","3691","1270","624"
"27560","0","1402384","5140312","North Alabama Bank","Hazel Green","AL","35750","9/30/2018","11/14/2018","NM","13914 Highway 231-431 North","BOLC CORP.","3","0","0","4","0","Madison","26620","Huntsville, AL","8/14/1989","8/14/1989","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Shelby","Atlanta","Southern","Southeast","0","1","www.northalabamabank.com","71884","841","2177","4300","3366","720","0","3050","16132","20068","11195","6951","1062"
"34836","0","2631846","2631798","North American Banking Company","Roseville","MN","55113","9/30/2018","11/14/2018","SM","2230 Albert Street North","N.A. CORPORATION","5","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/21/1998","7/21/1998","2/17/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.nabankco.com","352593","2018","1357","7377","18716","3992","0","88653","17368","34048","78136","73075","26729"
"29708","3927","211271","0","North American Savings Bank, F.S.B.","Grandview","MO","64030","9/30/2018","11/14/2018","SA","125th And South 71 Highway","","11","0","0","5","0","Jackson","28140","Kansas City, MO-KS","1/1/1923","12/30/1940","7/13/2016","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.nasb.com","1920320","11867","68668","84038","137590","193403","943437","200922","23462","78722","57585","95519","3692"
"10179","12353","393850","2907859","North American State Bank","Belgrade","MN","56312","9/30/2018","11/14/2018","NM","321 Washburn Avenue","NASB SHARES, INC.","3","0","0","4","1","Stearns","41060","St. Cloud, MN","5/17/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.nasbank.com","64563","809","287","2788","2297","1446","1840","9712","6710","15352","13604","7825","506"
