cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,sc,scus,scust,scage,scmuni,SCDOMO,idscod,sccmmb,scabs,scsfp,scodot,scford,IDSCEQ,sceq,SCEQFV,idahta,scres,scpledge,scmtgbk,idscgtpc,scgty,scodpc,idsccmo,sccol,scodpi,idsccmt,sccmpt,sccmot,scha,scaf,scrdebt,scsnhaa,scsnhaf,trade,idtrrval,trlreval
"9188","14332","322757","1248582","Farmers & Merchants Bank","Adamsville","TN","38310","9/30/2018","11/14/2018","NM","119 Main Street","CHESTER COUNTY BANCSHARES, INC.","1","0","0","4","0","Mcnairy","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","http://www.fmbtn.net","9030","4124","0","4124","3318","1588","0","0","0","0","1588","0","0","0","0","","","7517","2731","2106","2106","0","344","344","0","281","281","0","0","9030","9029","208","203","0","0",""
"9462","0","176325","1071155","Farmers & Merchants Bank","Miamisburg","OH","45342","9/30/2018","11/14/2018","NM","41 South First Street","F&M BANCORP","4","0","0","4","0","Montgomery","19380","Dayton, OH","11/23/1923","1/1/1934","3/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","http://www.bankwithfm.com","31992","19030","0","19030","12623","299","0","0","0","0","299","0","40","40","0","","","20500","7598","5199","5199","0","2024","2024","0","375","375","0","0","31992","31953","0","0","0","0","0"
"12284","0","273859","0","Farmers & Merchants Bank","Duke","OK","73532","9/30/2018","11/14/2018","NM","101 East Second Street","","1","0","0","2","1","Jackson","","","5/2/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fmbok.com","4868","3465","0","3465","1403","0","0","0","0","0","0","0","0","0","0","","","1665","0","0","0","0","0","0","0","0","0","0","4868","0","4868","0","0","0","0",""
"5716","11751","763930","1086814","Farmers & Merchants Bank","Lakeland","GA","31635","9/30/2018","11/14/2018","NM","4 N Carter St","FMB BANCSHARES, INC.","6","0","0","4","0","Lanier","46660","Valdosta, GA","1/1/1907","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.fmb.net","47750","47750","0","47750","0","0","0","0","0","0","0","0","0","0","0","","","33348","43126","43126","43126","0","0","0","0","0","0","0","0","47750","47750","0","0","0","0",""
"2036","10327","348720","1076619","Farmers & Merchants Bank","Granite Quarry","NC","28072","9/30/2018","11/14/2018","NM","138 North Salisbury Avenue","F & M FINANCIAL CORPORATION","11","0","0","4","0","Rowan","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1909","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.fmbnc.com","12898","11922","1988","9934","976","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","12898","12899","0","0","0","0",""
"16673","10640","22936","2922348","Farmers & Merchants Bank","Statesboro","GA","30458","9/30/2018","11/14/2018","NM","201 North Main Street","FMB EQUIBANC, INC.","3","0","0","4","0","Bulloch","","","2/17/1948","2/17/1948","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.fmbnk.com","36668","35699","0","35699","0","969","0","0","0","0","969","0","0","0","0","","","3205","25385","6991","6991","0","12657","12657","0","5737","5737","0","0","36668","36668","0","0","0","0",""
"9069","0","64730","1246252","Farmers & Merchants Bank","Eatonton","GA","31024","9/30/2018","11/14/2018","NM","100 South Madison Avenue","PUTNAM-GREENE FINANCIAL CORPORATION","2","0","0","4","0","Putnam","","","11/15/1922","1/1/1934","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.ibankfmb.com","70516","66860","1979","64881","1720","1936","0","0","0","0","1936","0","0","0","0","","","31632","56000","41801","41801","0","8031","8031","0","6168","6168","0","0","70516","70516","2000","1936","0","0",""
"13046","14158","2040","1245602","Farmers & Merchants Bank","Tomah","WI","54660","9/30/2018","11/14/2018","NM","1001 Superior Avenue","F. & M. BANCORP OF TOMAH, INC.","2","0","0","4","0","Monroe","","","1/1/1911","1/1/1934","2/28/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.fmnetbank.com","41860","13551","0","13551","26788","1505","0","0","0","0","1505","0","16","16","0","","","14793","7322","3064","3064","0","4258","4258","0","0","0","0","0","41860","41844","0","0","0","0",""
"8668","9825","713926","1076495","Farmers & Merchants Bank","Timberville","VA","22853","9/30/2018","11/14/2018","SM","165 New Market","F & M BANK CORP.","13","0","0","4","0","Rockingham","25500","Harrisonburg, VA","1/1/1908","1/1/1934","2/12/2018","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.fmbankva.com","8367","8367","123","8244","0","0","0","0","0","0","0","0","0","0","0","","","0","424","424","424","0","0","0","0","0","0","0","123","8244","8367","0","0","0","0","0"
"10382","0","672247","1204300","Farmers & Merchants Bank & Trust","Marinette","WI","54143","9/30/2018","11/14/2018","NM","1644 Ludington Street","F & M BANKSHARES, INC.","3","0","0","4","0","Marinette","","","12/2/1902","1/2/1934","1/29/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.fmmarinette.com","36175","12596","0","12596","4197","19382","0","0","0","0","19382","0","0","0","0","","","107","12350","1881","1881","0","10469","10469","0","0","0","0","0","36175","36175","1300","1274","0","0",""
"13737","0","888141","2178631","Farmers & Merchants Bank & Trust","Burlington","IA","52601","9/30/2018","11/14/2018","NM","221 Jefferson Street","FARMERS AND MERCHANTS BANCSHARES, INC.","4","0","0","8","0","Des Moines","","","1/1/1916","1/24/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.fmbanktrust.com","33998","24511","0","24511","9487","0","0","0","0","0","0","0","0","0","0","","","17517","18461","18461","18461","0","0","0","0","0","0","0","0","33998","33999","0","0","0","0",""
"1331","13589","808260","2781910","Farmers & Merchants Bank of Central California","Lodi","CA","95240","9/30/2018","11/14/2018","NM","121 West Pine Street","FARMERS & MERCHANTS BANCORP","33","0","0","2","0","San Joaquin","44700","Stockton-Lodi, CA","5/24/1916","1/1/1934","10/9/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.fmbonline.com","506861","455300","164208","291092","51459","0","0","0","0","0","0","0","102","102","0","","","247714","271068","264221","264221","0","0","0","0","6847","6847","0","51459","455402","506758","0","0","0","0","0"
"34719","15958","2667939","1248836","Farmers & Merchants Bank of Colby","Colby","KS","67701","9/30/2018","11/14/2018","NM","240 West Fourth Street","SECURITY BANCSHARES, INC.","2","0","0","2","0","Thomas","","","3/13/1998","3/13/1998","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.fmbcolby.com","54862","22188","0","22188","31063","1611","513","0","0","0","1098","0","0","0","0","","","34647","22701","8736","8736","0","13965","13452","513","0","0","0","0","54862","54862","350","341","0","0",""
"9986","0","804422","0","Farmers & Merchants Bank of Craig County","New Castle","VA","24127","9/30/2018","11/14/2018","SM","189 Main Street","","1","0","0","8","0","Craig","40220","Roanoke, VA","5/2/1917","1/1/1934","1/6/2009","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.fmbankcraig.com","21772","21772","21772","0","0","0","0","0","0","0","0","0","0","0","0","","","5310","0","0","0","0","0","0","0","0","0","0","21772","0","21771","0","0","0","0",""
"10469","0","724940","1096390","Farmers & Merchants Bank of Hutsonville","Hutsonville","IL","62433","9/30/2018","11/14/2018","NM","108 S Main St","HUTSONVILLE BANC CORP.","1","0","0","8","1","Crawford","","","12/20/1920","1/1/1934","9/18/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","3935","3400","0","3400","535","0","0","0","0","0","0","0","0","0","0","","","3935","0","0","0","0","0","0","0","0","0","0","3935","0","3935","1100","1084","0","0",""
"15173","0","41245","0","Farmers & Merchants Bank, of Orfordville","Orfordville","WI","53576","9/30/2018","11/14/2018","SM","303 Spring Street","","1","0","0","2","0","Rock","27500","Janesville-Beloit, WI","2/25/1901","7/1/1935","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.orfordbank.com","12953","3416","1555","1861","9537","0","0","0","0","0","0","0","0","0","0","","","1666","0","0","0","0","0","0","0","0","0","0","395","12558","12953","0","0","0","0",""
"9298","10283","863746","2558484","Farmers & Merchants Savings Bank","Manchester","IA","52057","9/30/2018","11/14/2018","SM","101 E Main Street","DUNN INVESTMENT CO.","11","0","1","4","1","Delaware","","","7/20/1925","1/1/1934","1/1/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.fmbankia.com","30691","8639","0","8639","17688","4362","0","0","4362","0","0","0","2","2","0","","","16537","8639","1093","1093","0","7546","7546","0","0","0","0","0","30691","30689","0","0","0","0",""
"13242","0","79145","3087039","Farmers & Merchants State Bank","Waterloo","WI","53594","9/30/2018","11/14/2018","NM","210 West Madison","MAUNESHA BANCSHARES, INC.","2","0","0","4","0","Jefferson","","","1/1/1897","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.FandMStBk.com","15668","6778","0","6778","8890","0","0","0","0","0","0","0","0","0","0","","","4292","6778","6213","6213","0","565","565","0","0","0","0","0","15668","15668","0","0","0","0",""
"9340","12477","721752","1124202","Farmers & Merchants State Bank of New York Mills, Incorporated","New York Mills","MN","56567","9/30/2018","11/14/2018","NM","Walker Ave. & Front St.","NEW YORK MILLS BANCSHARES, INC.","1","0","0","2","1","Otter Tail","","","12/16/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fmbanknym.com","23295","17239","0","17239","5047","1009","0","0","0","0","1009","0","0","0","0","","","8684","12812","12040","12040","0","772","772","0","0","0","0","0","23295","23295","0","0","0","0",""
"13625","0","622653","3640425","Farmers & Stockmens Bank","Clayton","NM","88415","9/30/2018","11/14/2018","NM","22 Maple Street","CENTRAL BANCORP, INC.","4","0","1","2","1","Union","","","7/6/1920","1/1/1934","7/13/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","http://www.fandsbank.com","4012","2113","0","2113","1899","0","0","0","0","0","0","0","0","0","0","","","0","989","989","989","0","0","0","0","0","0","0","0","4012","4011","0","0","0","0",""
"288","10627","839817","1071539","Farmers & Traders Bank of Campton","Campton","KY","41301","9/30/2018","11/14/2018","NM","215 Mountain Parkway Spur","MIDDLEFORK FINANCIAL GROUP INC.","1","0","0","8","1","Wolfe","","","1/1/1902","1/1/1934","12/11/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.farmersandtradersbank.com","18767","4746","0","4746","8836","5185","0","3413","1255","0","517","0","0","0","0","","","7729","6161","1514","1514","0","539","539","0","4108","160","3948","500","18267","18767","0","0","0","0","0"
"16717","15545","792248","1205017","Farmers & Traders Savings Bank","Bancroft","IA","50517","9/30/2018","11/14/2018","NM","108 West Ramsey","KENNEDY BANCSHARES, INC.","1","0","0","2","1","Kossuth","","","1/1/1887","7/1/1948","7/28/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.ftsbbancroft.com","12010","2534","2285","249","9476","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","12010","12010","0","0","0","0",""
"12602","0","788559","3566749","Farmers and Drovers Bank","Council Grove","KS","66846","9/30/2018","11/14/2018","NM","201 West Main Street","FARMERS AND DROVERS FINANCIAL CORP","3","0","0","2","0","Morris","","","3/16/1882","1/1/1934","9/3/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.farmersanddrovers.com","68507","43777","962","42815","24730","0","0","0","0","0","0","0","0","0","0","","","55762","37412","19398","19398","0","18014","18014","0","0","0","0","0","68507","68507","0","0","0","0",""
"28478","1669","412872","0","Farmers and Mechanics Federal Savings Bank","Bloomfield","IN","47424","9/30/2018","11/14/2018","SB","225 East Main Street","","2","0","0","5","0","Greene","","","1/1/1892","8/15/1936","6/30/2017","Non-Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","http://www.farmersandmechanicsfederal.com","36252","16768","0","16768","19153","331","331","0","0","0","0","0","0","0","0","","","33","12579","2095","1764","331","9085","9085","0","1399","0","1399","0","36252","36252","128","112","0","0",""
"13801","0","372640","1135196","Farmers and Merchants Bank","Laotto","IN","46763","9/30/2018","11/14/2018","NM","6464 Merchants Drive","FM FINCORP","4","0","0","8","1","De Kalb","","","10/29/1914","1/31/1934","7/31/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.fmfbank.com","35281","24972","0","24972","10309","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","35281","35281","0","0","0","0",""
"13887","9676","446130","1086485","Farmers and Merchants Bank","Lafayette","AL","36862","9/30/2018","11/14/2018","NM","2 1st St Ne","FARMERS & MERCHANTS BANCSHARES, INC.","3","0","0","7","0","Chambers","","","1/30/1934","2/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.fmlafayette.com","82117","30118","1968","28150","51999","0","0","0","0","0","0","0","0","0","0","","","35635","15856","15856","15856","0","0","0","0","0","0","0","0","82117","82113","0","0","0","0","0"
"4144","0","836656","1053526","Farmers and Merchants Bank","Maysville","OK","73057","9/30/2018","11/14/2018","NM","621 Main Street","H. PAT HENSON COMPANY, THE","1","0","0","4","1","Garvin","","","1/1/1908","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fmbokonline.com","2385","2381","2378","3","0","4","4","0","0","0","0","0","0","0","0","","","1091","7","7","3","4","0","0","0","0","0","0","0","2385","2385","0","0","0","0",""
"1895","13167","891226","5041521","Farmers and Merchants Bank","Upperco","MD","21155","9/30/2018","11/14/2018","NM","15226 Hanover Pike","FARMERS AND MERCHANTS BANCSHARES, INC.","8","0","0","4","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","1/1/1919","1/1/1934","7/25/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.fmb1919.com","42026","21899","0","21899","19630","0","0","0","0","0","0","0","497","0","497","","","16625","21013","3097","3097","0","14164","14164","0","3752","1925","1827","18120","23409","41529","0","0","0","0",""
"15801","10344","205243","0","Farmers and Merchants Bank","Baldwyn","MS","38824","9/30/2018","11/14/2018","SM","111 West Clayton Street","","10","0","0","4","0","Prentiss","","","3/10/1941","3/10/1941","11/1/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.fmbms.com","104582","33224","0","33224","71358","0","0","0","0","0","0","0","0","0","0","","","42790","18461","9532","9532","0","8929","8929","0","0","0","0","0","104582","104583","0","0","0","0",""
"3170","0","555256","2344641","Farmers and Merchants Bank","De Leon","TX","76444","9/30/2018","11/14/2018","NM","240 South Texas Street","F & M BANCSHARES, INC.","5","0","0","2","1","Comanche","","","1/1/1905","1/1/1934","12/2/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fmbank-tx.com","8553","6939","0","6939","1614","0","0","0","0","0","0","0","0","0","0","","","2359","2226","1632","1632","0","594","594","0","0","0","0","0","8553","8555","0","0","0","0",""
"16440","0","4231","1863239","Farmers and Merchants Bank","Sylvania","GA","30467","9/30/2018","11/14/2018","NM","104 North Main Street","SCREVEN BANCSHARES, INC.","3","0","0","7","0","Screven","","","3/1/1946","6/18/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.fmbanksylvania.com","43022","28554","0","28554","14468","0","0","0","0","0","0","0","0","0","0","","","22966","25662","25623","25623","0","39","39","0","0","0","0","0","43022","43022","2998","2892","0","0",""
